0.9821;0;0;0;0;0;2.107;46;220.3
1.196;0.3803;0.7662;0.09009;-0.03788;0.4616;1.739;46;220.3
0.4453;0.2675;0.2605;-0.01686;-0.07619;0.1362;0.7586;46;220.3
0.5933;0.217;0.2495;0.02762;-0.1334;0.4116;0.6239;46;220.3
0.2066;0.1417;0.1928;0.1401;-0.206;-0.01224;0.4369;46;220.3
0.2993;-0.0226;0.1397;-0.01321;-0.0795;0.05122;0.2728;46;220.3
0.3295;-0.02004;0.1439;-0.1221;-0.02981;0.04147;0.3558;46;220.3
0.868;0.147;0.7383;-0.2014;-0.1746;0.2808;1.33;46;220.3
1.057;0.4865;0.6315;-0.04473;-0.1809;0.4533;1.426;46;220.3
1.451;0.3942;0.3645;0.09169;-0.000461;0.2757;1.363;46;220.3
0.7637;0.003683;0.2009;0.003582;-0.2568;0.3287;1.04;46;220.3
0.1682;0.1999;0.2134;-0.1882;-0.02866;0.211;0.6173;46;220.3
0.6029;0.4091;0.328;0.08316;-0.1421;0.2212;1.011;46;220.3
1.234;0.4912;0.5173;0.1843;-0.05064;0.2326;1.558;46;220.3
0.7466;0.02794;0.4276;-0.05799;-0.03446;0.405;1.079;46;220.3
0;1.059;0;0;0;0;0.791;46;220.3
-0.1076;1.651;0.3349;0.5072;0.366;0.4448;2.492;46;220.3
-0.03009;0.5832;0.2198;0.06802;0.1311;0.08268;0.7522;46;220.3
0.06725;0.6512;0.07202;0.1052;0.2069;0.3094;0.9906;46;220.3
0.05574;0.3652;0.02081;0.1284;-0.05255;0.4052;0.5987;46;220.3
-0.3088;2.425;0.09168;0.6353;0.5246;0.9591;3.187;46;220.3
-0.03581;1.321;0.1948;0.2172;0.2504;0.3552;1.473;46;220.3
0.08804;0.7051;-0.06471;0.29;0.3268;0.3922;1.113;46;220.3
-0.09672;0.9302;0.04161;0.2848;0.2336;0.244;1.112;46;220.3
-0.03946;1.171;0.06438;0.339;0.2221;0.3925;1.519;46;220.3
0.02;0.6043;0.1259;0.227;0.09833;0.2427;0.7861;46;220.3
-0.03942;0.4335;-0.00411;0.1976;0.2816;0.288;0.8736;46;220.3
0.03903;0.3723;-0.1056;0.2156;0.1499;0.1163;0.7461;46;220.3
0.1124;0.5678;0.05867;0.03224;0.03973;0.08946;0.6358;46;220.3
0.1757;0.7657;-0.06813;0.03406;0.05217;0.2816;1.453;46;220.3
0.01135;0.755;0.1952;-0.04063;0.07708;0.2295;0.8424;46;220.3
-0.142;1.08;0.2922;0.2054;0.1881;0.7418;1.37;46;220.3
0.1009;1.115;-0.05553;0.1565;0.07165;0.497;1.625;46;220.3
-0.08105;0.471;-0.02049;0.3908;0.06253;0.0554;0.862;46;220.3
0.2031;1.049;0.07687;0.3887;0.2383;0.3304;1.568;46;220.3
0;0;1.065;0;0;0;0.5754;46;220.3
0.02204;0.1003;0.816;0.06935;0.2721;0.2924;1.087;46;220.3
-0.09528;-0.1252;0.6952;0.02602;0.1476;-0.1081;0.8146;46;220.3
-0.1701;0.07672;1.028;0.3685;0.1198;0.04024;1.528;46;220.3
0.2802;0.2509;1.391;0.2052;0.1626;0.2113;1.775;46;220.3
0.1183;0.1746;1.133;0.06185;0.189;0.0585;1.212;46;220.3
0.01334;0.2117;1.278;0.09489;0.178;0.3602;2.067;46;220.3
-0.03308;0.3335;1.007;0.07969;0.02981;0.3887;1.426;46;220.3
0.05392;0.05506;0.5875;0.03366;0.201;0.1778;0.6292;46;220.3
-0.2489;0.3846;1.217;0.142;0.1787;0.2126;1.762;46;220.3
0.1227;0.04894;0.4236;0.02643;0.07628;0.04129;0.523;46;220.3
0.01199;0.1502;0.2627;0.004686;-0.06018;0.08647;0.3547;46;220.3
-0.06283;0.1115;1.025;-0.01167;-0.03639;0.2784;1.185;46;220.3
0.2042;0.3899;0.8871;0.2858;-0.07787;0.2505;1.625;46;220.3
-0.08341;0.1841;1.735;0.3218;0.3197;0.4715;1.532;46;220.3
0;0;0;0.9497;0;0;1.208;46;220.3
0.08469;0.112;0.3168;0.4211;0.06005;0.1121;0.659;46;220.3
0.2715;0.04675;0.4894;0.7434;0.1377;0.5819;1.578;46;220.3
0.2353;0.03267;0.3628;0.8546;0.09532;0.2152;1.212;46;220.3
0.2491;0.004385;0.2548;0.5182;0.1461;0.1818;1.024;46;220.3
0.7373;-0.4251;0.6572;1.492;0.1149;0.7865;2.554;46;220.3
0.2237;-0.05814;0.7344;0.9851;0.5726;0.2406;1.592;46;220.3
0.06371;-0.1158;0.0447;0.565;0.2408;0.02728;0.7213;46;220.3
0.3436;0.1823;0.8346;1.075;0.542;0.4036;2.114;46;220.3
0.8507;-0.2098;0.6675;1.992;0.1825;0.207;3.166;46;220.3
0.2277;0.003509;0.2513;0.5438;0.1494;0.3601;0.9839;46;220.3
0.4426;0.001948;0.4574;1.665;0.5278;0.9456;2.458;46;220.3
0.004235;-0.02498;0.0751;0.2125;0.05758;0.06972;0.5852;46;220.3
0.1575;0.1373;0.09307;0.6622;0.03803;0.0738;0.7144;46;220.3
-0.07965;-0.09454;0.1706;0.4053;0.02998;0.09621;0.471;46;220.3
0.1871;0.09734;-0.006173;0.244;0.1906;-0.1046;0.2903;46;220.3
0.3686;-0.01323;0.6671;1.407;0.1131;0.4649;1.861;46;220.3
0.1056;-0.0625;0.1223;0.3512;0.0763;0.0264;0.5466;46;220.3
0.05114;0.06237;0.3368;0.2445;0.2225;-0.04139;0.5416;46;220.3
0.3434;0.1813;0.5942;0.9745;0.3815;0.4822;1.806;46;220.3
0.3362;-0.2535;0.4632;0.8433;0.5939;0.4193;1.359;46;220.3
-0.04256;-0.2864;0.4506;0.656;0.1881;0.2121;0.901;46;220.3
0.3393;0.4662;0.9138;1.57;0.6167;0.3984;2.493;46;220.3
0.1335;-0.00817;0.2097;0.5491;-0.06895;0.0718;0.4954;46;220.3
0.2603;0.09073;0.6983;1.564;0.243;0.3423;2.114;46;220.3
0;0;0;0;0.8322;0;2.425;46;220.3
0.6113;0.3775;0.5467;-0.006984;1.56;0.3254;2.219;46;220.3
0.1961;0.1098;-0.0447;-0.07713;0.2772;0.1476;0.2558;46;220.3
0.04875;0.08305;0.2268;0.01332;0.3872;0.1056;0.8048;46;220.3
0.2068;0.2476;0.09784;0.5898;0.9594;0.258;1.807;46;220.3
0.1956;0.3178;0.308;-0.1637;0.6054;0.4821;1.27;46;220.3
0.6712;0.5355;0.212;-0.002533;1.172;0.5957;1.674;46;220.3
0.3291;0.05815;0.01453;-0.05003;0.1285;0.1024;0.3374;46;220.3
0.386;0.4282;0.6396;-0.009742;1.004;-0.05674;1.428;46;220.3
0.4289;0.1494;0.0993;0.3958;0.8044;0.2269;1.041;46;220.3
0.6073;0.1209;0.3167;0.1995;0.9925;0.6247;1.665;46;220.3
