1;0;1.22721;57;202.01
1.85285;0.306228;1.8166;57;202.01
0.690336;0.0776231;0.854977;57;202.01
1.32362;0.290382;1.1101;57;202.01
0.422503;0.0465429;0.413827;57;202.01
0.297203;0.0759735;0.242783;57;202.01
1.01747;0.128543;0.939839;57;202.01
0.917776;0.261143;1.26727;57;202.01
0.631688;0.035391;0.695664;57;202.01
0.384033;-0.0107361;0.406548;57;202.01
0.823765;0.0991653;0.951384;57;202.01
0.455613;0.0679374;0.549257;57;202.01
0.765995;0.15797;0.887797;57;202.01
1.23712;0.276412;1.4545;57;202.01
0.89295;0.14983;1.03853;57;202.01
0.425849;0.175721;0.568738;57;202.01
2.08529;0.138091;2.34193;57;202.01
0.471001;0.00280179;0.64899;57;202.01
0.316546;0.129547;0.373738;57;202.01
0.712059;0.085709;0.780934;57;202.01
0;1;0.702535;57;202.01
0.900285;2.41176;2.52036;57;202.01
0.255061;0.839274;0.929323;57;202.01
0.410619;0.907046;0.990774;57;202.01
0.406403;0.994893;1.2665;57;202.01
0.182603;0.638335;0.584377;57;202.01
0.205328;0.608382;0.76616;57;202.01
0.656135;1.45168;1.5186;57;202.01
0.140388;0.540776;0.621946;57;202.01
0.158771;0.484726;0.665654;57;202.01
0.143611;0.697918;0.688047;57;202.01
0.159661;1.2588;1.22051;57;202.01
0.148222;0.989729;1.39446;57;202.01
0.0846156;0.590606;0.744988;57;202.01
0.263059;1.15392;1.47606;57;202.01
0.0505699;0.522388;0.607417;57;202.01
0.0974625;1.03931;1.27696;57;202.01
0.0520323;0.509735;0.758939;57;202.01
0.344345;1.20173;1.41902;57;202.01
0.167868;1.2274;1.65155;57;202.01
