1.075;0.1058;0.2218;0.1976;2.299;-0.2125;44867
1.17;0.5194;0.2529;0.6897;1.062;-0.6302;44867
0.7718;0.4018;0.1949;0.4325;0.7055;0.1698;44867
1.205;0.5228;0.2447;0.6073;1.053;-0.06757;44867
0.7214;0.2088;0.2465;0.2495;0.8978;0.3416;44867
0.528;0.2323;0.1798;0.2715;0.5098;0.1995;44867
0.7965;0.3995;0.1203;0.2812;1.005;0.1562;44867
1.075;0.4023;0.2315;0.4638;1.088;-0.3271;44867
2.242;1.155;0.6193;1.08;2.474;-1.1;44867
0.4082;0.1682;0.1607;0.2325;0.361;0.00589;44867
0.788;0.3583;0.2405;0.3876;0.6668;-0.8595;44867
0.475;0.2073;0.07098;0.1096;0.5734;0.204;44867
0.7578;0.3202;0.3244;0.3412;0.6764;0.1626;44867
0.9638;0.5879;0.3804;0.4922;1.437;0.01245;44867
0.8356;0.2423;0.1177;0.3158;0.8955;0.193;44867
0.4133;0.1703;-0.01469;0.1594;0.4761;-0.1864;44867
1.748;0.8753;0.4844;0.5235;2.471;-1.075;44867
0.5566;0.3253;0.07341;0.1627;0.568;0.2783;44867
0.3367;0.1202;0.07821;0.1081;0.2127;-0.006009;44867
0.6695;0.4714;0.06758;0.2831;0.7116;0.2241;44867
2.611;1.311;0.6321;1.234;2.756;0.4144;44867
0.3888;0.1345;0.1277;0.09632;0.6097;0.1221;44867
0.9042;0.4641;0.3536;0.301;0.7314;0.2766;44867
0.9175;0.2166;0.2425;0.3521;0.9861;0.1296;44867
1.215;0.4232;0.2865;0.4912;1.243;-0.1263;44867
0.03104;1.005;0.1469;0.1476;0.7012;-0.1219;44867
0.06174;0.4003;0.1825;0.1894;0.5275;0.3435;44867
0.3768;1.553;0.3447;0.454;1.575;-2.565;44867
0.1835;0.6156;0.07385;0.098;0.4769;-0.1362;44867
0.4864;1.415;0.4103;0.5251;1.655;0.1064;44867
0.2567;0.5815;0.302;0.3083;0.7854;0.08229;44867
0.5538;1.248;0.5485;0.421;1.572;0.672;44867
0.4883;1.077;0.4493;0.3388;1.211;0.3777;44867
0.02439;0.5104;0.08091;0.252;0.6878;0.1803;44867
0.447;1.237;0.5455;0.2341;1.52;0.5247;44867
0.1978;0.4028;0.1487;0.03898;0.7463;0.4369;44867
0.4506;1.231;0.4146;0.2879;1.293;0.8349;44867
0.3237;0.613;0.2047;0.199;0.6711;-0.05984;44867
0.1961;1.354;0.3438;0.1746;1.758;0.8805;44867
0.338;1.224;0.3071;0.2941;1.647;0.8723;44867
0.2707;1.072;0.2393;0.4611;1.381;0.2792;44867
0.6384;1.241;0.3348;0.384;1.888;0.8443;44867
0.4911;0.8895;0.3109;0.1435;0.8385;-0.4569;44867
0.05183;0.5271;0.2836;0.2427;0.5252;-0.2352;44867
0.7555;1.375;0.6761;0.6519;1.311;0.2892;44867
0.1031;0.711;0.2957;0.2479;0.8175;0.2157;44867
0.1085;0.2565;0.005322;-0.02366;0.3371;-0.09406;44867
0.2727;0.888;0.2861;0.2305;1.303;0.8444;44867
0.3279;1.054;0.4481;0.2071;1.01;0.4547;44867
0.376;1.397;0.5565;0.4617;1.261;-1.261;44867
0.2798;0.07862;0.895;0.0408;0.3384;0.1253;44867
0.7181;0.2612;1.114;0.27;1.077;-1.012;44867
0.5815;0.153;1.009;0.1795;1.289;-0.3751;44867
0.5504;0.1911;0.9371;0.365;1.094;0.1888;44867
0.1341;-0.04834;0.2019;0.01023;0.2173;0.02126;44867
0.9804;0.5261;1.771;0.5202;2.195;0.948;44867
0.3059;0.1056;0.4808;0.1235;0.6189;0.222;44867
0.3415;0.1759;0.4473;0.09691;0.7081;0.4721;44867
0.4332;0.3285;1.777;0.444;2.731;0.777;44867
0.8456;0.3769;2.037;0.4847;2.699;1.398;44867
0.1669;0.082;0.6388;0.2278;0.8568;-0.4159;44867
0.8813;0.383;1.75;0.6864;2.084;-0.0006425;44867
0.614;0.4295;1.437;0.8497;2.028;0.3643;44867
0.16;0.22;0.4924;0.1131;0.6475;0.03401;44867
0.1197;0.09378;0.3836;0.101;0.4704;-0.5892;44867
0.2356;-0.02277;0.3481;0.1789;0.3778;-0.1359;44867
0.8741;0.4387;1.258;0.5727;1.455;-0.2141;44867
0.2551;0.2103;0.4166;0.09788;0.5403;0.02669;44867
0.3028;0.2537;0.7597;0.1607;0.7909;0.1264;44867
0.4545;0.2551;1.264;0.3618;1.587;-0.1095;44867
0.4382;0.3604;1.021;0.2856;1.232;0.5009;44867
0.2415;0.2383;0.4273;0.2119;0.6408;-0.6298;44867
0.7027;0.4064;1.726;0.7537;2.195;-1.772;44867
1.285;0.5338;1.942;0.733;2.509;0.6697;44867
0.4194;0.1431;0.9433;0.3472;1.044;-0.03375;44867
0.1636;0.08324;0.05171;1.123;1.717;-0.1364;44867
0.5248;0.9171;0.3161;1.526;1.625;-0.3116;44867
0.1374;0.1347;0.1659;0.3225;0.4858;0.2636;44867
0.1704;0.3378;0.1857;0.586;0.4845;0.1841;44867
0.2156;0.5271;0.233;1.08;1.521;-0.1368;44867
0.3991;0.276;0.09275;0.9233;0.8843;-0.1293;44867
0.01844;0.1544;0.2026;0.3856;0.6559;0.2511;44867
-0.05618;0.1251;-0.01433;0.1962;0.3976;0.2226;44867
0.4143;0.5951;0.6713;1.601;1.74;0.754;44867
0.2072;0.206;0.1455;0.8096;1.087;0.4576;44867
0.2256;0.4367;0.1748;1.303;1.568;0.5434;44867
0.3527;0.4347;0.1293;1.074;1.216;0.02831;44867
0.2563;0.1581;0.5875;1.639;1.805;0.1661;44867
0.0318;0.4236;0.1014;0.7968;0.9686;0.4984;44867
0.1302;0.2059;0.1726;0.5735;0.7536;0.3899;44867
0.401;0.6301;0.5054;1.502;1.493;-1.533;44867
0.06241;0.328;0.1467;0.9834;1.001;-0.7796;44867
0.3692;0.4876;0.1681;1.137;1.34;0.3242;44867
0.1116;0.1595;0.2372;0.8987;0.6851;-0.3431;44867
0.2608;0.1894;0.2093;0.4151;0.418;-0.1131;44867
0.2061;0.2332;0.3526;1.105;1.147;-0.421;44867
0.4083;0.5345;0.3816;1.131;1.264;-0.3495;44867
0.03337;0.1742;0.1198;0.1939;0.304;-0.03985;44867
0.3081;0.1166;0.2276;0.4867;0.3927;0.0638;44867
0.3363;0.5845;0.3863;1.214;1.461;0.5367;44867
