0.222259;1.9638;13;0.254792
0.309044;0.705128;13;0.254792
0.436788;0.979071;13;0.254792
0.613667;1.12427;13;0.254792
0.240226;0.521816;13;0.254792
0.115631;0.245799;13;0.254792
0.555024;0.992076;13;0.254792
0.547071;1.14639;13;0.254792
0.966627;1.93931;13;0.254792
0.303934;0.431058;13;0.254792
0.2977;0.878722;13;0.254792
0.390962;0.493589;13;0.254792
0.333603;0.853879;13;0.254792
0.374127;1.25021;13;0.254792
0.526847;0.939791;13;0.254792
0.561819;1.96664;13;0.254792
1.38792;2.25566;13;0.254792
0.386761;0.631128;13;0.254792
0.201674;0.388152;13;0.254792
0.472778;0.830348;13;0.254792
1.84914;2.43195;13;0.254792
0.223881;0.301485;13;0.254792
0.503842;1.06023;13;0.254792
0.696388;1.10216;13;0.254792
0.874138;1.36629;13;0.254792
0.417309;0.593794;13;0.254792
0.485534;0.827579;13;0.254792
1.08957;1.61844;13;0.254792
0.863417;1.55866;13;0.254792
0.456305;0.639211;13;0.254792
0.450435;0.759599;13;0.254792
1.07079;1.31086;13;0.254792
0.845316;1.36179;13;0.254792
0.379762;0.745391;13;0.254792
0.825675;1.45652;13;0.254792
0.682501;0.494214;13;0.254792
0.875367;1.21461;13;0.254792
0.527814;0.686099;13;0.254792
0.983929;1.39654;13;0.254792
0.887863;1.63916;13;0.254792
0.826075;1.02318;13;0.254792
1.29757;1.98419;13;0.254792
0.85717;1.26191;13;0.254792
0.429586;0.700401;13;0.254792
1.39571;1.72968;13;0.254792
0.387156;0.640239;13;0.254792
0.289708;0.320501;13;0.254792
0.764297;1.23665;13;0.254792
0.757132;1.51609;13;0.254792
1.21005;1.35482;13;0.254792
0.729109;0.775173;13;0.254792
0.909439;1.32345;13;0.254792
0.87713;1.56444;13;0.254792
0.963458;1.26987;13;0.254792
0.498285;0.844423;13;0.254792
