1;0;0;0;1.198;133393
2.023;0.44;0.3393;0.1904;1.79;133393
0.6555;0.1851;0.1524;0.1002;0.7138;133393
1.379;0.2158;0.3436;0.2334;1.034;133393
0.4742;-0.01534;0.199;-0.0369;0.4864;133393
0.1859;-0.08862;0.07044;-0.03832;0.1562;133393
0.9866;0.115;0.1087;0.1184;0.9251;133393
1.011;0.4191;0.1783;-0.003318;1.185;133393
1.318;0.3492;-0.04728;0.03126;1.324;133393
0.5056;0.1832;0.08874;0.0912;0.5178;133393
0.7636;0.3185;0.07439;0.1787;0.923;133393
0.5114;-0.01099;0.1287;0.08926;0.5062;133393
0.6089;0.1655;0.0302;0.2034;0.7817;133393
1.167;0.4179;0.004184;0.1206;1.385;133393
0.8087;0.06305;0.0915;0.2626;0.8766;133393
0.4409;0.04688;0.0737;0.1484;0.4738;133393
1.564;0.2694;-0.001147;0.2486;2.047;133393
0.6443;-0.1574;0.03944;0.164;0.6344;133393
0.3426;0.002785;-0.03046;-0.03631;0.3109;133393
0.8776;0.01738;0.1382;-0.00202;0.776;133393
0;1;0;0;0.6666;133393
0.08756;0.3435;0.06731;0.07994;0.3033;133393
0.4056;0.679;0.2666;0.1098;0.6646;133393
0.4387;0.67;0.2493;0.0228;0.929;133393
0.215;0.9488;0.2257;0.1266;1.147;133393
0.2188;0.5565;0.05089;0.03911;0.5603;133393
0.1899;0.6821;0.1911;0.2673;0.7584;133393
0.3949;1.429;0.5697;0.03084;1.66;133393
-0.034;0.5749;0.1956;0.1714;0.5957;133393
0.6276;2.296;0.246;0.3978;3.082;133393
0.7161;1.705;0.3245;0.1048;1.65;133393
0.3353;1.322;0.3711;0.2571;1.3;133393
0.1455;1.135;0.4774;0.03572;1.499;133393
0.2711;0.4309;0.2947;-0.0769;0.6013;133393
0.4036;0.9623;0.3507;0.162;1.385;133393
0.1105;0.3685;0.1859;0.1261;0.5991;133393
0.5352;1.179;0.1781;-0.06906;1.266;133393
0.08219;0.3917;0.1058;0.1034;0.4548;133393
0.1845;1.266;0.5104;-0.013;1.52;133393
0.3792;0.9819;0.03304;0.1291;1.421;133393
0;0;1;0;0.7079;133393
0.3037;0.2402;1.278;0.3355;1.79;133393
0.2248;0.02425;0.8193;0.3638;1.103;133393
0.1458;-0.003519;0.6161;0.2614;0.6628;133393
0.196;0.06169;1.269;0.3508;1.522;133393
0.2334;-0.103;0.4739;0.06555;0.534;133393
0.0435;0.04553;0.2634;-0.003251;0.4607;133393
0.293;0.03289;0.9717;0.01001;1.098;133393
0.2383;0.0446;1.008;0.3808;1.487;133393
0.6537;0.3316;1.333;0.271;1.121;133393
0.1927;0.2354;0.919;0.2882;0.8364;133393
0.2181;-0.1338;0.9394;0.4341;0.9689;133393
0.4609;-0.2425;0.8614;0.5051;1.61;133393
0.4946;0.01804;1.09;0.2909;1.055;133393
0.326;0.06159;0.7148;0.229;0.8867;133393
0.5512;0.2026;1.802;0.4056;2.166;133393
0.0606;0.1409;0.2699;0.1336;0.4242;133393
0.05985;0.04721;0.2292;0.3043;0.6062;133393
0.4767;-0.1881;1.679;0.8123;2.169;133393
0.8344;0.2421;1.457;0.8328;2.324;133393
0;0;0;1;0.4689;133393
0.5993;0.5562;-0.03963;1.259;1.865;133393
0.3535;0.1937;-0.1639;0.9787;1.546;133393
0.1507;0.07007;0.0813;0.5384;0.7693;133393
0.09699;0.1007;0.01214;0.3894;0.3813;133393
0.4966;0.4895;0.1417;1.185;1.828;133393
0.3664;0.468;0.139;1.613;1.802;133393
0.07614;0.1063;0.2079;0.9796;1.406;133393
-0.04686;0.4047;-0.1352;0.592;1.017;133393
0.2107;0.6297;-0.2025;1.242;1.721;133393
0.2569;0.3643;-0.2057;0.9472;1.268;133393
0.202;0.08655;0.04366;0.3707;0.5086;133393
0.2825;0.2044;0.07772;0.8844;1.251;133393
0.2821;-0.07008;-0.08931;1.893;2.142;133393
0.5814;0.6137;-0.187;1.376;2.019;133393
0.01917;0.2461;-0.04365;0.181;0.2701;133393
0.1837;0.3189;0.2899;1.269;1.705;133393
0.1225;0.08023;0.1313;0.7554;0.7752;133393
0.1475;0.002891;0.01327;0.3791;0.484;133393
0.5188;0.06754;0.005531;1.091;1.665;133393
