1;0;0;0;0;-0.879643;24;-1
0.548432;0.186211;0.127427;0.20399;0.0900377;-0.593152;24;-1
0.573787;-0.0254922;0.169551;0.131144;0.0590893;-0.57277;24;-1
0.316643;0.309721;0.0808007;0.859516;0.221091;1.10994;24;-1
0.44865;0.19492;0.187893;0.717612;0.130993;0.694574;24;-1
0.319861;0.0930344;0.0542133;0.183113;-0.00741668;-0.736908;24;-1
0.646006;0.183864;0.116022;0.463973;0.0995468;-0.836689;24;-1
0.356886;0.179325;0.138153;0.211262;0.00765072;-0.487304;24;-1
0.505001;-0.0318093;0.136983;0.0809035;0.0106841;-0.838707;24;-1
0.61692;0.31309;0.433607;0.395002;0.241118;-0.548491;24;-1
0.906539;0.197498;0.216072;0.126116;0.134652;-1.53;24;-1
0.0825204;0.150018;0.0467532;0.269601;0.108688;-0.467578;24;-1
0.287463;0.0704777;0.0268482;0.0955218;0.00315545;-0.623352;24;-1
0.327178;0.183712;-0.0287573;0.164993;0.0158742;-0.419683;24;-1
0.3795;0.170634;-0.0321251;0.0310438;0.0342293;-1.0537;24;-1
0.598453;0.113312;0.00593567;0.189116;0.153397;-1.55314;24;-1
0.219599;0.310153;-0.0121765;-0.022004;-0.00724678;-1.19374;24;-1
0.711708;0.171443;-0.0202131;0.139362;0.0950813;-0.957309;24;-1
0.47406;0.166761;0.036779;0.169383;0.0571592;-1.21797;24;-1
0.447594;0.22819;0.114429;0.187518;0.268985;0.00214691;24;-1
0;1;0;0;0;0.62012;24;-1
0.21346;0.326078;0.104431;0.0972906;0.0520478;-0.298367;24;-1
0.169479;0.073274;0.260147;-0.124492;-0.000168026;-0.681624;24;-1
0.320812;0.258714;0.120222;0.141327;0.0466799;0.265976;24;-1
0.0880533;0.15526;0.0492192;-0.00601341;-0.0558799;-1.02378;24;-1
0.210458;0.340367;0.343639;0.298589;0.226932;-0.399853;24;-1
0.131247;0.267466;-0.0395644;0.379938;-0.0218988;0.69693;24;-1
0.254801;0.220909;0.18701;0.820167;0.127071;1.3785;24;-1
0.0736931;0.0913745;0.201373;0.207164;-0.00405376;-0.329744;24;-1
0.136768;0.147615;0.146098;0.0215311;0.311546;0.348733;24;-1
0.627658;-0.0834489;0.0908983;-0.0363989;0.0420756;-1.80078;24;-1
0.425493;-0.0927497;0.111783;-0.026174;0.0188346;-1.43326;24;-1
0.307853;0.0462961;0.102435;0.101027;0.0912412;-0.998251;24;-1
