0.4497854449,0,0,0,0,0.4680980396,0.1491234588
0.4093062425,-0.1220428287,0.2605743706,-0.1409370012,0.114854759,0.20314786,0.0148306329
0.4630576566,0.1039379513,0.0428081105,0.0806215657,0.0500740583,0.330595878,0.0081702397
0.5564001034,0.3575679923,0.3063252491,-0.111996266,0.1886815081,0.6438260715,0.0181998278
0.4205247607,0.0198878759,0.186993023,0.0969839309,0.0302179857,1.6082195055,0.3
0.424205157,0.1062922638,0.1545393219,0.1805186168,0.0539542101,-0.5432101897,0.0148411231
0.3827041253,-0.1493756626,0.0171767581,0.1348644402,0.1597285333,1.3846609541,0.0231525475
0.4131561918,0.058786243,0.1049745288,0.1067756879,-0.105931081,0.6055269028,0.0087713339
0.1064724398,0.1515933728,0.1490981703,0.0652882532,0.0426334604,-0.9551377344,0.3
0.4555083327,-0.2145962704,0.2250037908,0.1655372437,0.016308207,1.4768712298,0.1049314477
-0.0002083139,0.182518987,0.1470358156,0.0852539289,-0.0185359944,-1.1118003584,0.0085744244
0.2729946784,-0.0699723876,-0.0406658797,0.4964059703,-0.0195763536,1.1035553798,0.0101879792
0.4102811338,0.0170270366,0.1062636719,0.3582828065,0.0610565971,1.2896638197,0.1020952686
0.6118132815,0.0785783568,0.0899054303,0.076048031,0.1425694456,1.4388229142,0.0448730957
0.5338962527,0.1808879692,0.1956428385,0.0877884233,0.0090325071,0.0894878143,0.0068543871
0,0.7943417853,0,0,0,-0.6843464896,0.1954666914
-0.1958674681,0.674949516,0.0403929386,0.0608903321,-0.0362775098,-0.6560636014,0.2408873247
0.6251586046,0.3433052537,0.1476556057,-0.2765693448,0.1941861477,1.1388288533,0.2724378605
0.4947512165,0.4758156583,0.0954974869,-0.1768265144,0.0852686161,0.6953591676,0.0076432966
0.0398433188,0.3376153309,0.1408381762,-0.1165945878,-0.0038917578,-0.7886960147,0.0066928728
0.1633668624,0.6624153842,0.2125870874,-0.2084913544,0.0604552697,-0.9019357346,0.2548479553
0.0545050725,0.3650053665,0.2130812907,-0.0239626757,-0.0390615613,-0.5322956079,0.0068191727
-0.2088754955,0.638744695,0.023676707,0.0235871333,-0.0722647399,-0.9297677371,0.2708191949
0.1064477788,0.6603598788,0.0989578846,0.1861852152,0.1135631482,-0.6271223076,0.2477185303
0.0191164962,1.1256741731,0.1951298973,-0.0675591217,0.1438836679,-1.7903078536,0.0972956437
-0.1637545285,0.832415804,0.1811955342,-0.0250965733,0.0589823527,-1.61778119,0.0499102688
0.0393802664,0.324154689,0.2579120895,-0.2267000115,0.0276073895,-0.4525158623,0.0729550198
-0.0877457445,0.319821955,0.2120998649,-0.147289308,0.0568491562,-1.1074998606,0.2850166882
-0.0604789338,0.5899899135,0.1261996058,-0.1440742159,0.1211950877,-1.6072813452,0.0445494186
-0.1307398748,0.6957395572,0.1909096705,-0.1898213911,0.0716632658,-1.0273264746,0.1602605531
-0.0621314425,0.4703766082,0.2333215986,-0.1405048273,0.0410750064,-1.2813010726,0.1501132317
-0.0104033407,0.4069892541,0.1892206957,-0.0659911794,0.2456304052,-0.0216033784,0.2907868443
0,0,0.249061425,0,0,0.8691976717,0.0191491772
-0.0116013299,0.1419973533,0.3370945737,-0.029039082,0.0770122691,-0.3153836412,0.3
-0.0104683814,0.2838418031,0.2715775814,-0.0239847694,0.0373459898,0.2661629979,0.2824688854
0.1644079146,0.1699019682,0.2567165298,0.1547871752,0.1721301617,-0.4234725265,0.3
0.3458661207,0.0711163589,0.297793016,-0.2547243051,0.0243736678,0.7497446803,0.1532795788
0.6406643078,0.2658883651,0.0809335361,-0.1467469881,0.1022038162,1.3929044904,0.3
0.1935939132,0.1294779388,0.0235701531,0.1044264405,-0.0501687028,-0.3535464797,0.0190131464
0.225292313,0.0781435775,0.4498233322,-0.0296551922,0.2196944589,0.708641144,0.0964119377
0.0529667351,0.2593371287,0.4512635905,-0.1111982956,0.0609291868,-0.3787094705,0.059237678
-0.019242463,0.0425342268,0.5211454634,-0.1961148015,-0.0028821613,-1.2508281115,0.163081892
0.1210245548,-0.0302157078,0.3081783512,-0.0577918662,0.1044099221,0.2370549635,0.1929211709
0.0431463587,0.1696556416,0.2463816033,-0.0979004639,0.0209434102,-0.6303523261,0.2666476005
-0.2883611719,0.2468117748,0.64353586,0.1234229295,0.1461479456,-1.435606858,0.1432445448
-0.463743542,-0.1602647859,0.8607240835,0.0980464037,-0.0483004128,-0.4241857455,0.3
0.0999135974,-0.4733279961,0.6813581611,0.2622897432,0.0830300005,1.8389108886,0.3
-0.264619984,-0.1889213519,0.8118080686,0.0507362284,-0.068589733,-0.6583227049,0.3
-0.1384962167,0.2620110894,0.6552445076,0.018074083,0.0997603456,-1.3624769262,0.1169359595
-0.0072580189,0.1424858514,0.3682258141,0.0001367073,0.0515959729,-1.4111264636,0.0988884825
