-1.03615;-0.0489064;-2.40932;0.411663;-0.180621
0.329008;-3.36431;1.8868;0.368817;0.907537
-1.58147;-1.02714;-0.757714;-1.52242;0.6428
-0.263204;1.78927;0.244259;0.671472;-0.526257
-0.735751;-1.21812;-0.190078;-0.76378;3.49336
-0.521975;1.22775;-1.25641;-0.295318;0.442922
0.741685;-0.235754;-0.865808;1.98173;-1.74326
-0.0668993;-1.89234;-0.557269;1.10943;1.21993
-0.525242;-0.333592;0.585044;-1.57109;0.392408
0.69475;-1.48123;0.261115;-1.23089;-1.18087
1.02991;-0.396943;0.137934;0.929562;-1.70966
-1.41845;1.47569;-1.61895;-1.03206;-2.01356
-1.90064;-1.66798;-1.53174;0.00493534;1.93961
3.72204;-2.23043;1.75624;-0.768612;-0.542238
0.0618961;-0.329573;-0.26317;-0.672364;0.0185279
1.63977;-1.5446;0.482093;0.597383;-2.55798
-1.76327;-2.14326;0.597482;-3.3763;0.146707
2.22656;-0.409946;-0.304327;-2.51745;-0.0953198
0.218908;-0.275988;0.175635;0.689594;-2.48705
-1.65569;0.162918;-0.852108;0.967702;-0.108334
-0.933274;2.56941;-0.421021;-0.476339;-3.30928
0.743542;0.537196;-1.32144;0.286878;-1.8671
3.35556;-2.33351;1.23216;-0.293473;-1.51057
1.20221;1.15754;1.834;0.634776;1.04123
1.77278;0.445743;-0.628805;-4.19742;-1.06561
-1.03085;-1.42856;0.183913;-0.486875;-0.633766
4.48847;3.3287;-3.26358;-0.0183757;-3.53046
-1.42837;-0.129036;-0.235153;-2.51278;-1.48651
0.40778;-1.01564;1.04676;-0.360104;0.360402
-1.00162;0.272758;-0.457044;0.665039;-0.0573738
3.37972;-1.01379;-0.534978;-3.19946;-1.28944
-1.59997;-6.32571;2.32998;-0.591348;0.216303
-0.20175;0.0667477;-0.84822;1.57588;-0.446575
0.691189;0.468289;1.3445;-0.354838;0.757971
1.58886;-2.1948;-1.32404;3.05225;-2.11822
0.965958;-0.198955;1.50117;2.97856;0.0703361
0.799157;-0.0782721;1.20473;-0.525789;-0.973287
0.43688;-0.610727;-0.689459;1.76602;0.118475
4.39075;-0.445701;-1.33643;3.55345;0.233992
0.265502;-1.51175;1.92531;2.60274;-3.9296
2.31156;-2.64591;1.18768;-0.605398;-1.81732
0.590323;0.34961;0.074781;3.24922;1.68206
-1.35681;-0.497232;-0.926538;0.433334;0.159925
0.0952441;1.04679;-1.3728;-0.00879866;-0.21951
2.25409;-1.25174;-0.83614;1.70461;0.975086
1.19992;1.64838;-2.34696;-0.415556;-1.08556
1.76298;-0.704495;-0.632025;-0.412446;3.05311
1.44698;-1.4596;0.0282721;-0.68262;2.85407
-0.924523;0.231664;-0.60451;0.323509;-0.0909546
0.529608;-0.757184;0.538033;0.494431;-0.200818
0.476593;0.421173;-2.99085;1.44621;1.03451
3.78794;3.84935;-1.21622;4.25929;0.383055
-0.651045;-0.864814;-0.0452544;-1.29923;-0.354255
2.85448;-0.657847;-1.5042;1.54032;1.29117
-1.879;0.625054;0.748754;-0.504008;0.883263
-3.98897;0.771213;0.162237;-2.98886;0.320828
0.984699;-1.05978;3.25681;-1.62476;-0.274344
0.676368;-0.0803508;-1.3032;1.24921;0.927246
-1.06624;-3.2908;-1.25044;0.367349;2.18914
0.355111;0.787609;-1.65061;-0.836975;0.275633
-0.728807;-1.73446;-0.103928;0.23048;-0.11156
3.60234;-0.816565;-0.46338;-1.75742;1.86213
6.71548;4.19692;0.895294;5.62544;-7.10997
0.126363;-1.82993;0.165282;0.878954;-0.0103639
